,,,,
ت,مرض من الأمراض الصيفية وهو (حمى خبيثة)؟,التيفود,,
ت,أعلى هضبة في العالم هضبة؟,التبت,,
ت,عاصمة الصين الوطنية؟,تايبيه,,
ت,مؤلف كتاب مشكاة المصابيح؟,التبريزي,,
ت,أكمل هذه العبارة المشهورة (( تاج المروءة ......... )) ؟,التواضع,,
ت,يطلق على الفرويدية : مدرسة ............. ؟,التحليل النفسي,,
ت,يطلق على وكالة تونس للأنباء؟,تاب,,
ت,آية من آيات الملك منحها الله سبحانه وتعالى لطالوت؟,تابوت,,
ت,نرويجي هو أول سكرتير عام لهيئة الأمم المتحدة؟,ترينغ,,
ت,مكوك فضائي أمريكي انفجر بعد انطلاقه بثوان أمام كل الحاضرين في عام 1986 م؟,تشالنجر,,
ت,مدينة إيرانية فيها مسجد يطلق عليه المسجد الأزرق وهذا المسجد من آثار المسلمين الأولى في تلك البلاد؟,تبريز,,
ت,أسرع المخلوقات البحرية؟,التونة,,
ت,مدينة يمنية مشهورة . من أشهر معالمها جبل صبر؟,تعز,,
ت,يستخدم في رؤية الأجسام البعيدة جداً؟,تلسكوب,,
ت,مبنى يستعمل في تسوية الخبز؟,تنور,,
ت,آلة حربية كانت تستخدم في الدفاع عن المدن قديماً؟,ترس,,
ت,التوسع في المال والعلم؟,تورع,,
ت,لقب أحد الشعراء الصعاليك اسمه ثابت بن جابر اشتهر بلقبه فمن هو؟,تأبط شراً,,
ت,مقبرة هندية مبنية من الرخام الأبيض تعتبر من عجائب الدنيا السبع؟,تاج محل,,
ت,الفاضحة والمبعثرة اسمان لسورة من القرآن؟,التوبة,,
ت,هو تفريق المال على وجه الإسراف؟,تبذير,,
ت,أعلى بحيرة في العالم تقع بين البيرو وبوليفيا وتسمى بحيرة ............. ؟,تيتيكاكا,,
ت,ما الدولة التي عاصمتها (( عشق آباد )) ؟,تركمانستان,,
ت,من المعجمات العربية المشهورة لأبي بكر الزبيدي؟,تاج العروس,,
ت,عاصمة جمهورية جورجيا؟,تفليس,,
ت,دكتاتور روماني حكم 24 عاماً قبل أن يعدم هو وزوجته؟,تشاوسيسكو,,
ت,الإيطالي الذي اخترع البارومتر؟,توديشلي,,
ت,الأمريكي الذي اخترع الرادار؟,تايلر يونج,,
ث,صحابي جليل بايع الرسول e على أن لا يسأل الناس شيئاً؟,ثوبان مولى رسول الله,,
ث,يطْلَق على المرأة التي سبق لها الزواج؟,ثيب,,
ث,بلدة الرحالة العربي المشهور أحمد بن ماجد قرب الرياض ( في السعودية )؟,ثرمدا,,
ث,مؤلف كتاب فقه اللغة؟,الثعالبي,,
ث,جريدة عراقية رسمية؟,الثورة,,
ث,الغاز الذي يستعمل في إطفاء الحرائق؟,ثاني أكسيد الكربون,,
ث,مولى لرسول الله e؟,ثوبان,,
ث,أول من دخل الكعبة ملبياً؟,ثمامة بن آثال,,
ث,اسم الشاعر الجاهلي الملقب بالشنفري الأزدي من شعراء الصعاليك؟,ثابت بن أوس الأزدي,,
ث,مضاد حيوي طبيعي يستخدم في الطعام والدواء؟,الثوم,,
ث,من خطباء المسلمين الأوائل لقب بخطيب الرسول e؟,ثابت بن قيس,,
ث,صاحب كتاب الذخيرة في الطب؟,ثابت بن قرة,,
ث,يطلق في اللغة على الموضع في جسم الرجل بمنزلة الثدي للمرأة؟,الثُّنْدُؤَة,,
ث,صفة من أهم صفات الشجاعة؟,الثبات,,
ث,فيمن نزلت الآية الكريمة (( يا أيها الذين آمنوا لا ترفعوا أصواتكم فوق صوت النبي ))؟,ثابت بن قيس,,
ث,يطلق على سد مشهور بالعراق؟,الثرثار,,
ث,يطلق على الانتفاضة التي قام بها العبيد في نيويورك عام 1712 م؟,ثورة العبيد,,
ث,يطلق في اللغة على الجماعة من الناس؟,ثلة,,
ث,الجهاز الذي تسجل به حرارة الجو بطريقة آلية؟,ثرموجراف,,
ث,طعام يتكون من خبز ومرق؟,ثريد,,
ث,أول من أرضعت رسول الله e؟,ثويبة مولاة أبي لهب,,
ث,كلمة تستطيع أن تقرأها من اليمين والشمال؟,ثلث,,
ث,يطلق على مجموعة النجوم المتلاصقة؟,الثريا,,
ث,في اللغة بمعنى الهلاك والخسران؟,الثبور,,
ث,في اللغة بمعنى الحمقاء؟,الثَّـأطاء,,
ث,عدد القتلى في هيروشيما عام ( 1945م ) من أثر القنبلة الذرية؟,ثمانون ألفاً,,
ث,مرض من أمراض الدم؟,الثلاسيميا,,
ث,من المظاهر الفلكية في الكون التي حيرت العلماء؟,الثقوب السوداء,,
ث,الماء السائل سيلاناً شديدا؟,ثجاج,,
ث,مرض يصيب فروة شعر الإنسان,ثعلبة,,
ج,نقيب المهاجرين الذين هاجروا إلى الحبشة وخطيبهم والناطق بلسانهم؟,جعفر بن أبي طالب,,
ج,اسم الصحابي الجليل الذي يكنى بأبي ذر الغفاري؟,جندب بن جنادة,,
ج,ذروة سنام الإسلام؟,الجهاد في سبيل الله,,
ج,أهجى شعراء العرب,جرير,,
ج,أكبر جزيرة في العالم؟,جرين لاند,,
ج,مكتشف قارة آسيا؟,جيمس كوك,,
ج,عالم عربي مشهور يلقب بأبي الكيمياء؟,جابر بن حيان,,
ج,يهودي مجرم نفذ مذبحة الحرم الإبراهيمي وقتل فيها عشرات المصلين أثناء تأديتهم الصلاة؟,جولد اشتاين,,
ج,مؤسس الإمبراطورية المغولية؟,جنكيز خان,,
ج,القبيلة التي تنتمي إليها زرقاء اليمامة مضرب المثل في قوة البصر؟,جديس,,
ج,يطلق على الثلاثة والثلاثون عاماً؟,جيل,,
ج,العلم الذي يعنى بعلم طبقات الأرض؟,جيولوجيا,,
ج,علم مسح الأرض؟,جيوديسيا,,
ج,من المعاجم العربية لأحمد فارس الشدياق المتوفى 1888 م؟,الجاسوس على القاموس,,
ج,مدينة عربية فيها أعلى نافورة في العالم؟,جــــدة,,
ج,يطلق على البئر الذي لم يبن بالحجارة؟,جب,,
ج,آخر ملوك الغساسنة أسلم ثم ارتد وتنصر؟,جبلة بن الأيهم,,
ج,من المؤلفات المهمة لفضيلة الشيخ محمد الغزالي رحمه الله تعالى؟,جدد حياتك,,
ج,أول ميناء نفطي في أبو ظبي؟,جبل الظنة,,
ج,المخترع الألماني الذي اخترع أول مطبعة ذات حروف؟,جوتنبرغ,,
ج,العالم الفرنسي الذي الذي اكتشف البنسلين؟,جرهارت,,
ج,امرأة شغلت منصب رئيس الوزراء في الكيان الصهيوني؟,جولد مائير,,
ج,اسم الشاعر الملقب (( بالحطيئة ))؟,جرول بن أوس,,
ج,وحدة أساسية لانتقال الصفات الوراثية في الحيوان والنبات؟,جينات,,
ج,من أسماء الصخر؟,جلمود,,
ج,في اللغة يطلق على أشد الحرص؟,الجشع,,
ج,مخترع آلة التصوير الفوتوغرافي؟,جورج إيستمان,,
ج,من المعاجم المشهورة لابن دريد البصري؟,الجمهرة,,
ج,مدينة يطلق عليها مدينة الذهب؟,جوهانسبرج,,
ج,المحامي الفرنسي الذي أسس بطولة كأس العالم لكرة القدم؟,جول ريميه,,
ح,سورة في القرآن الكريم ورد فيها ذكر الذباب؟,الحج,,
ح,غزوة عقد رسول اللهe لواءها لعلي بن أبي طالب رضي الله عنه؟,حمراء الأسد,,
ح,امرأة في الجاهلية ضرب بها المثل في صدق الخبر؟,حذام,,
ح,وحدة لقياس القدرة تساوي 550رطل/ قدم في الثانية ويقاس بها قوة المحركات؟,الحصان,,
ح,صحابي جليل انتدبه رسول اللهe لأتيه بخبر المشركين في غزوة الأحزاب بعد أن هبت ريح دمرت أمتعتهم وشتت جمعهم؟,حذيفة بن اليمان,,
ح,يطلق على صوت المحتضر؟,حشرجة,,
ح,شاعر اشتهر بالهجاء حبسه أمير المؤمنين عمر بن الخطاب رضي الله عنه وقيل : أنه اشترى منه أعراض المسلمين بثلاثة آلاف درهم وهدد إن عاد قطع لسانه؟,الحطيئة,,
ح,اسم الشيماء أخت الرسولe من الرضاعة؟,حذافة بنت الحارث,,
ح,من تلاميذ الإمام الشافعي,يلقب بالشيباني,آراءه الفقهية مستمدة مباشرة من الحديث الشريف ، له مسند باسمه ، اشتهر مذهبه بالمذهب ................؟,الحنبلي
ح,قرية عراقية كردية قام النظام العراقي البعثي بقصفها بالغازات السامة والأسلحة الكيماوية مما أدى إلى قتل خمسة آلاف فرد غير الإصابات الخطيرة؟,حلبجة,,
ح,حامل رسالة رسول اللهe إلى المقوقس ملك مصر؟,حاطب بن أبي بلتعة,,
ح,من عجائب الدنيا السبع؟,حدائق بابل المعلقة,,
ح,قال الله تعالى في سورة التحريم مخاطباً زوجتين لرسول الله e (( إِن تَتُوبَا إِلَى اللَّهِ فَقَدْ صَغَتْ قُلُوبُكُمَا )) إحداهما عائشة رضي الله عنها فمن الأخرى؟,حفصة بنت عمر,,
ح,من القائل : الأم مـدرسـة إذا أعـددتـها أعـددت شـعـباً طـيـب الأعـراق؟,حافظ إبراهيم,,
ح,يطلق على المطبوعة التي تصدر كل عام؟,حولية,,
ح,مؤلف كتاب ( السلوك الاجتماعي في الإسلام )؟,حسن أيوب,,
ح,يطلق على صغير الضب؟,الحسل,,
ح,يطلق على حركة المقاومة الإسلامية في فلسطين؟,حماس,,
ح,من أقسام الكلمة؟,الحرف,,
ح,مدينة سورية يوجد فيها قبر الصحابي الجليل خالد بن الوليد؟,حمص,,
ح,زوج حليمة السعدية مرضعة رسول اللهe؟,الحارث بن عبد العزى,,
ح,صحابي جليل مات يوم بئر معونة لما طعن من ورائه بحربة قال بعد أن أصيب : ( فزت ورب الكعبة )؟,حرام بن ملحان,,
ح,المكان الذي كانت تسكنه إرم ذات العماد؟,حضرموت,,
ح,لقب لقب به الخليفة الأموي مروان بن محمد؟,الحمار,,
ح,لقب أطلق على الصحابي الجليل عبد الله بن الزبير؟,حمامة المسجد,,
ح,مؤسس جماعة الإخوان المسلمين؟,حسن البنا,,
ح,يطلق على شدة الندم على ما فات؟,الحسرة,,
ح,أضخم الحيوانات اللافقرية؟,الحبار,,
ح,شاعر جاهلي من أصحاب المعلقات اشتهر بمدافعته عن قبيلته أمام عمرو بن هند ملك الحيرة؟,الحارث بن حلزة,,
ح,الذي بنى الكعبة المشرفة بناءها الحالي؟,الحجاج بن يوسف,,
خ,ماذا يسمى طعام الولادة؟,الخرس,,
خ,الاسم القديم لمرض الدفتيريا عند العرب؟,خانوق,,
خ,من أين تحصل الأسماك في البحار على الأوكسجين؟,الخياشيم,,
خ,هو بقايا ما تهدم من المساكن و غيرها و ضد العمران؟,الخراب,,
خ,هي وسيلة لتمثيل سطح الأرض أو جزء منه على لوحة مستوية؟,الخريطة,,
خ,ما هو صوت النمر؟,خرخرة,,
خ,ما هو اللفظ العربي للمادة الكيميائية الزنك؟,خارصين,,
خ,هو شجر هندي سريع النمو لين القضبان أملس العيدان تصنع منه الكراسي؟,الخيزران,,
خ,هو ما يتعمد من الفعل و ضده الصواب؟,الخطاء,,
خ,من القائل : ( فلا نامت أعين الجبناء )؟,خالد بن الوليد,,
خ,كم يبلغ عدد عيون النحلة؟,خمس عيون,,
خ,هو مرادف للخوف؟,الخشية,,
خ,اصطلاح نحوي يطلق على ما يسند إلى المبتدأ؟,الخبر,,
خ,يطلق على عصير العنب أو التمر أو الشعير و شاربه لا يميز و لا يعقل؟,الخمر,,
خ,هو خط عرض تتعامد عليه أشعة الشمس مرتين في السنة .. فما هو؟,خط الاستواء,,
خ,هو قطعة من البحر تدخل في البر؟,الخليج,,
خ,ما الاسم الذي يطلق على المشرق و المغرب؟,الخافقان,,
خ,نبات مخدر يصنع منه الأفيون؟,الخشخاش,,
خ,هو كل ما تغطي به المرأة رأسها؟,الخمار,,
خ,هي زبدة الشيء أو ما يستخرج من المادة حاويا لخصائصها؟,الخلاصة,,
خ,مدينة بالمملكة العربية السعودية بالقرب من الدمام؟,الخبر,,
خ,من الصحابيات التي فقدت أبناءها و زوجها و صبرت؟,الخنساء,,
خ,من الغازات الكيميائية السامة تستعمل عادة في الحروب وهي محرمة دوليا؟,الخردل,,
خ,هو اسم قدم البعير؟,خف,,
خ,قال تعالى : ( و إذ تخلق من الطين كهيئة الطير ) .. ما هو هذا الطير؟,الخفاش,,
خ,لا تعتمد الأوراق الرسمية في المعاملات الحكومية إلا به؟,الختم,,
خ,حلقة من شعر تجعل في أنف البعير بعد ثقبها يشد بها الزمام؟,خزيمة,,
خ,ماذا يقصد بمصطلح ( الفوبيا ) في علم النفس؟,الخوف,,
خ,هو نبات يكثر قرب المياه و من ثمره يستخرج مسهل بزيت معروف؟,الخروع,,
خ,نوع من أنواع الحلي يوضع في قدم المرأة للزينة؟,خلخال,,
د,في اللغة بمعنى المكر؟,الدهاء,,
د,هو من يرسل سرا ليلا ليأتي بالأخبار؟,دسيس,,
د,من مدن جمهورية مصر العربية؟,دمياط,,
د,الليلة الثلاثون من كل شهر قمري سميت بذلك لشدة ظلمتها؟,الدلماء,,
د,ما اسم أول وحدة عملة في تاريخ الإسلام؟,الدينار,,
د,ما هي عاصمة دولة تنزانيا؟,دار السلام,,
د,هو سواد الليل و ظلمته؟,الدجى,,
د,هو المرض و العلة؟,الداء,,
د,يغفر للشهيد كل شيء إلا شيء واحد؟,الدين,,
د,هو صغير الدب؟,ديسم,,
د,هو مرض يصيب أنملة الإصبع فتورم و تتقيح و تكون ألما شديدا؟,الداحوس,,
د,أقصى قعر الشيء و هو ما يقابل الدرج بمعنى الصعود؟,الدرك,,
د,وضع الميت تحت التراب و مواراة بدنه؟,الدفن,,
د,هي الجرة ذات العروة؟,دورق,,
د,هي الشجرة العظيمة المتشبعة ذات الفروع العديدة؟,الدوحة,,
د,طبقات الجنة درجات و طبقات النار .........؟,دركات,,
د,يضخها القلب إلى جميع أجزاء جسم الإنسان؟,الدماء,,
د,ما هو الذي نأكله قبل أن يولد و نأكله بعد أن يموت؟,الدجاج,,
د,بمعنى حسن الخلق و راقي الصفات؟,دماثة,,
د,هو الزمان الطويل أو مدة الحياة كلها؟,الدهر,,
د,هو المخادع أو المحتال في أقواله و أفعاله؟,دجال,,
د,كوكب المريخ له قمران يدوران حوله إحداهما اسمه فوبوس فما هو اسم الآخر؟,دايموس,,
د,ما هو الطائر الذي يكنى بأبي اليقظات؟,الديك,,
د,يطلق على المتصوفة و اتباع الطرق الصوفية؟,دراويش,,
د,هي قول يطلب به الإنسان إثبات حق على الغير في المحاكم؟,الدعوى,,
د,هي السحابة كثيرة المطر؟,داجنة,,
د,هو صوت النمل؟,دبيب,,
د,يطلق على الأسد القوي الشجاع؟,در غام,,
د,هو اسم المفاعل النووي الذي يملكه اليهود في إسرائيل؟,ديمونا,,
د,ماء لم يخرج من الأرض و لم ينزل من السماء؟,الدموع,,
ذ,نوع من أنواع السمك؟,ذئب البحر,,
ذ,بمعنى السهو و سرحان العقل؟,الذهول,,
ذ,حشرة ذكرت في القرآن الكريم؟,الذباب,,
ذ,الانكسار و الخضوع و الهوان؟,ذل,,
ذ,هو القبيح من كل شيء؟,ذميم,,
ذ,اللسان إذا انسلق و انقشر من داء يصيبه؟,ذحق,,
ذ,بمعنى غلبه و سبقه؟,ذرعه,,
ذ,هو من أنواع الجمال الروحي و الخلق الرفيع؟,الذوق,,
ذ,يوصف به نزول الدمع من العين؟,ذرف,,
ذ,هو تسخير الشيء و تسهيله و تمهيده؟,ذلل,,
ذ,ضمير الجمع ( هم ) باللغات الإنجليزية؟,ذم,,
ذ,ما خبئ لوقت الحاجة؟,ذخر,,
ذ,في اللغة بمعنى الخوف و الفزع؟,ذعر,,
ذ,صفة تدل على الفطنة و الحفظ معا؟,الذهن,,
ذ,ما ميقات أهل العراق؟,ذات عرق,,
ذ,خاصية يتميز بها محلول السكر؟,الذوبان السريع,,
ذ,هي الموجات الترددية في الجو؟,ذبذبات,,
ذ,هو أحد الأمراض التي كان العرب يعرفونها قديما؟,ذات الجنب,,
ذ,الذبح أو النحر بشروطه الشرعية؟,ذكاه,,
ذ,هو نوع من أنواع الذباب الهندي؟,الذراح,,
ذ,هو فصاحة اللسان و قوة عربيته؟,ذلاقة اللسان,,
ذ,توجب غضب الرب و تمنع الرزق؟,الذنوب,,
ذ,كلمة تعني نشر الخبر و أعلنه؟,ذاعه,,
ذ,نبات عشبي يصنع منه الخبز و يدخل في صناعة النشا؟,الذرة,,
ذ,الأحداث التي تحدث في الوقت الحالي تمثل في المستقبل ....................؟,ذكريات,,
ذ,هي المرأة السليطة اللسان؟,ذربة,,
ذ,الذباب مشتق من ( ذب آب ) فما معناها؟,ذهب و عاد,,
ذ,معركة قادها خالد بن الوليد ضد الفرس و انتصر فيها؟,ذات السلاسل,,
ذ,من هو الملك الصالح الذي ملك الأرض و ورد ذكره في القرآن؟,ذو القرنين,,
ذ,لقب نبي الله إسماعيل عليه السلام؟,الذب,,
ر,ما مساحة الربع الخالي؟,ربع مليون كم2,,
ر,هو إصلاح الثوب و وصل قطعتيه المنفصلتين؟,رتق,,
ر,الذاكرة العشوائية في الحاسب الآلي؟,رام,,
ر,عملة ماليزيا؟,رينقت,,
ر,نوع من أنواع الأشعة الحديثة لتصوير الدماغ بالألوان؟,الرنين المغناطيسي,,
ر,عنصر فلزي إشعاعي؟,الراديوم,,
ر,شخص يحتجز لضمان اتفاق ما؟,رهينة,,
ر,هو نزف الأنف دما؟,رعاف,,
ر,هو الرمي بالحجارة حتى الموت؟,الرجم,,
ر,هي باطن كف اليد في اللغة؟,راحة,,
ر,هو الباب العظيم الحجم العظيم القفل؟,راتج,,
ر,وحدة وزن إنجليزية؟,رطل,,
ر,أحد أصناف أسنان الفم في الإنسان؟,الرحى,,
ر,الاسم الفارسي لدفتر تقويم السنوات و الشهور و الأيام؟,روزنافه,,
ر,ما هو الشيء الذي يتكلم بكل لغات العالم في نفس الوقت؟,الراديو,,
ر,جهاز يستخدم الموجات اللاسلكية ذات التردد فوق العالي لاكتشاف الأشياء الغير منظورة؟,الرادار,,
ر,من هو أول طبيب مسلم فصل بين طب الأطفال و طب النساء؟,الرازي,,
ر,هو المادة الأساسية في صناعة الزجاج؟,الرمل,,
ر,اسم يطلق على الطفل إلى أن يبلغ السنتين؟,رضيع,,
ر,وحدة لقياس قوة الزلازل التي تحدث؟,ريختر,,
ر,إحدى مفاصل الأصابع؟,الراجية,,
ر,نوع من الألعاب عبارة عن إصابة الهدف و الرمي بالبندقية على أهداف ثابتة أو متحركة؟,الرماية,,
ر,هي النفخة الأولى في الصور يوم القيامة؟,الراجفة,,
ر,الباب الذي يدخل منه الصائمون يوم القيامة؟,الريان,,
ر,محلول السكر الذي يفرز في الأزهار و يمتصه النحل ليصنع منه العسل؟,رحيق,,
ر,هي فرقة من الشيعة تجيز الطعن و السب في كبار الصحابة؟,الرافضة,,
ر,مرض يتميز بآلام في العضلات و المفاصل و يداوى بواسطة المياه المعدنية الحارة؟,الروماتيزم,,
ر,داخل كل إنسان تعيش معه فإذا جاء الموت خرجت و لم تعد؟,الروح,,
ر,ما هو الشرك الأصغر؟,الرياء,,
ر,من أمراض العين؟,رمد,,
ز,هو اهتزاز الأرض و ارتجافها؟,زلزال,,
ز,ما معنى كلمة بترول؟,زيت الصخر,,
ز,ما اسم امرأة عزيز مصر التي راودت يوسف عليه السلام عن نفسه؟,زليخة,,
ز,طعام أهل النار؟,الزقوم,,
ز,من الكتب السماوية؟,الزبور,,
ز,هو ما بين مفصل الكوع و الكتف في جسم الإنسان؟,زند,,
ز,نوع من أنواع النباتات يستعمله الإنسان كشراب بعد غليه؟,زنجبيل,,
ز,هو اللقب الذي أطلق على سيدة نساء أهل الجنة؟,الزهراء,,
ز,هي شجرة لها زهر أبيض طيب الرائحة؟,الزيزفون,,
ز,يابس و صافي كالماء ولد في النار و إذا عاد إليها انهار؟,الزجاج,,
ز,هي السلسلة الحديدية المسننة تدخل في بعض الصناعات؟,زنجير,,
ز,هي قطعة من الحديد حلزونية الالتواء تتمتع بخاصية التمدد و المرونة و تستعمل في بعض الصناعات؟,الزنبرك,,
ز,ما هي عاصمة دولة زينجبار في أفريقيا؟,زينجبار,,
ز,من القبائل المشهورة في أفريقيا يتميزون بشدتهم في الحرب؟,الزولو,,
ز,يطلق على فرخ الحمام و أحد أنواع البلح الأحمر؟,زغلول,,
ز,الملائكة المكلفة بدفع أهل النار إليها؟,الزبانية,,
ز,ما أكبر مدينة من حيث عدد السكان في سويسرا؟,زيورخ,,
ز,من أنواع الخشب و أجودها يصنع منه الأثاث؟,الزان,,
ز,حجر كريم يشبه الزمرد و له ألوان كثيرة؟,زبرجد,,
ز,هو تحريك الشيء بشدة و قوة؟,زعزعة,,
ز,يطلق على الوقت قليلا كان أم كثير؟,الزمن,,
ز,هو الكفر باطنا مع التظاهر بالإيمان؟,زندقة,,
ز,هو مادة فلزية بيضاء تميل إلى الزرقة تستخرج من الأرض و تدخل في صناعات مختلفة مستقلة بنفسها أو مسبوكة مع غيرها؟,الزنك,,
ز,مادة سوداء مستمدة من المواد القطرانية تذيبها الحرارة و تستخدم في رصف الطرق؟,زفت,,
ز,من أول من سل سيفا في الإسلام؟,الزبير بن العوام,,
ز,مرض تآكل خلايا المخ مع تقدم العمر فيصاب الإنسان بالخرف؟,الزهايمر,,
ز,هو علم الحيوان؟,زولوجيا,,
ز,هو الاسم القديم لجمهورية الكونغو في إفريقيا؟,زائير,,
ز,من فرق الشيعة و هم اقرب الفرق للسنة؟,الزيدية,,
ز,هو حجر كريم شفاف شديد الخضرة و أشده خضرة أجوده و أصفاه جوهرا؟,الزمرد,,
س,ما عاصمة البوسنة والهرسك؟,سراييفو,,
س,حيوان لبون لونه أزرق رمادي له ذنب طويل كثيف الشعر يتخذ من جلده فراء حسنة ثمينة؟,سنجاب,,
س,هو القطيع أو الجماعة جنب إلى جنب؟,سرب,,
س,ماذا يسمى شحم سنام الإبل؟,السر هد,,
س,كم عدد أحزاب القرآن؟,ستون حزبا,,
س,من قائد معركة القادسية؟,سعد بن أبي وقاص,,
س,ما أكبر مدينة من حيث عدد السكان في استراليا؟,سيدني,,
س,هو اللباس في النار و جاء وصفه في القرآن؟,سرابيل,,
س,أحد فصائل القرود؟,السعدان,,
س,كم عدد السور التي افتتحت بـ ( طسم )؟,سورتان,,
س,ما عاصمة كشمير؟,سري نجار,,
س,كم كان عمر نبينا محمد صلى الله عليه وسلم عندما ماتت أمه؟,ست سنوات,,
س,هو مربي الخيل و مروضه؟,سائس,,
س,شجرة ذكرت في القرآن؟,السدر,,
س,ترك التكلم مع القدرة عليه؟,السكوت,,
س,وقت في الليل يستحب الاستغفار فيه؟,السحر,,
س,من أول من كتب بسم الله الرحمن الرحيم؟,سليمان عليهالسلام,,
